year,period,channel,product_line,policies_in_force,new_policies,renewal_rate,gross_written_premium,claims_reported,claims_paid,avg_claim_settlement_days,nps,complaints,fraud_cases,compliance_incidents,operating_expenses,digital_adoption_pct
2020,M07,digital,life,1858,219,73.7,500,2,2,39.7,44,0,0,0,150,41.0
2020,M08,digital,life,2106,248,73.7,533,2,2,39.7,44,0,0,0,159,41.0
2020,M09,digital,life,2255,270,73.7,562,2,2,39.7,44,0,0,0,168,41.0
2020,M10,digital,life,2094,251,73.7,581,2,2,39.7,44,0,0,0,174,41.0
2020,M11,digital,life,2389,284,73.7,629,2,2,39.7,44,0,0,1,188,41.0
2020,M12,digital,life,2715,325,73.7,677,2,2,39.7,44,0,0,0,202,41.0
2020,Q1,digital,life,5652,678,73.7,1494,5,5,39.7,44,0,0,0,447,41.0
2020,Q2,digital,life,5985,701,73.7,1543,5,5,39.7,44,0,0,0,461,41.0
2020,Q3,digital,life,6389,737,73.7,1595,6,6,39.7,44,0,0,0,477,41.0
2020,Q4,digital,life,7319,860,73.7,1887,7,7,39.7,44,0,0,1,564,41.0
2020,FY,digital,life,25065,2976,73.7,6519,23,22,39.7,44,1,0,1,1949,41.0
2020,M01,digital,health,1721,206,70.9,307,19,18,11.7,44,1,0,0,92,41.0
2020,M02,digital,health,1926,228,70.9,334,21,20,11.7,44,1,0,0,100,41.0
2020,M03,digital,health,2262,268,70.9,364,25,24,11.7,44,1,0,0,109,41.0
2020,M04,digital,health,2093,245,70.9,336,23,22,11.7,44,1,0,0,100,41.0
2020,M05,digital,health,2265,267,70.9,352,25,24,11.7,44,1,0,0,105,41.0
2020,M06,digital,health,2607,303,70.9,395,28,27,11.7,44,1,0,0,118,41.0
2020,M07,digital,health,2059,246,70.9,336,23,22,11.7,44,1,0,0,100,41.0
2020,M08,digital,health,2210,262,70.9,363,24,23,11.7,44,1,0,0,109,41.0
2020,M09,digital,health,2221,265,70.9,391,25,24,11.7,44,1,0,0,117,41.0
2020,M10,digital,health,2312,276,70.9,405,26,25,11.7,44,1,0,2,121,41.0
2020,M11,digital,health,2636,316,70.9,427,29,27,11.7,44,1,0,0,128,41.0
2020,M12,digital,health,2772,325,70.9,487,30,28,11.7,44,1,0,0,146,41.0
2020,Q1,digital,health,6031,702,70.9,1005,65,62,11.7,44,2,1,0,301,41.0
2020,Q2,digital,health,6842,815,70.9,1083,76,72,11.7,44,2,1,0,324,41.0
2020,Q3,digital,health,6503,773,70.9,1090,72,68,11.7,44,2,1,0,326,41.0
2020,Q4,digital,health,7681,917,70.9,1319,85,81,11.7,44,3,1,2,394,41.0
2020,FY,digital,health,27663,3207,70.9,4497,298,283,11.7,44,10,4,2,1345,41.0
2020,M01,digital,commercial,726,86,72.4,256,3,3,26.0,44,0,0,1,77,41.0
2020,M02,digital,commercial,807,96,72.4,270,3,3,26.0,44,0,0,0,81,41.0
2020,M03,digital,commercial,897,105,72.4,304,4,4,26.0,44,0,0,0,91,41.0
2020,M04,digital,commercial,740,86,72.4,278,3,3,26.0,44,0,0,0,83,41.0
2020,M05,digital,commercial,736,88,72.4,280,3,3,26.0,44,0,0,0,84,41.0
2020,M06,digital,commercial,920,110,72.4,305,4,4,26.0,44,0,0,0,91,41.0
2020,M07,digital,commercial,764,90,72.4,282,3,3,26.0,44,0,0,0,84,41.0
2020,M08,digital,commercial,813,96,72.4,299,3,3,26.0,44,0,0,0,89,41.0
2020,M09,digital,commercial,920,110,72.4,318,4,4,26.0,44,0,0,0,95,41.0
2020,M10,digital,commercial,897,106,72.4,337,4,4,26.0,44,0,0,0,101,41.0
2020,M11,digital,commercial,1086,127,72.4,367,5,5,26.0,44,0,0,0,110,41.0
2020,M12,digital,commercial,1165,136,72.4,401,5,5,26.0,44,0,0,0,120,41.0
2020,Q1,digital,commercial,2439,287,72.4,830,10,9,26.0,44,0,0,1,248,41.0
2020,Q2,digital,commercial,2429,284,72.4,863,10,9,26.0,44,0,0,0,258,41.0
2020,Q3,digital,commercial,2543,296,72.4,899,11,10,26.0,44,0,0,0,269,41.0
2020,Q4,digital,commercial,3090,369,72.4,1105,13,12,26.0,44,0,0,0,330,41.0
2020,FY,digital,commercial,10416,1236,72.4,3697,45,43,26.0,44,1,1,1,1106,41.0
2021,M01,direct,auto,7483,879,81.5,1039,55,53,11.7,37,2,1,0,278,30.1
2021,M02,direct,auto,8016,960,81.5,1064,60,58,11.7,37,3,1,0,285,30.1
2021,M03,direct,auto,9787,1131,81.5,1246,70,67,11.7,37,3,1,0,334,30.1
2021,M04,direct,auto,8099,972,81.5,1039,61,59,11.7,37,3,1,0,278,30.1
2021,M05,direct,auto,9093,1078,81.5,1134,67,64,11.7,37,3,1,0,304,30.1
2021,M06,direct,auto,10701,1235,81.5,1305,77,74,11.7,37,3,1,0,350,30.1
2021,M07,direct,auto,9237,1066,81.5,1172,66,63,11.7,37,3,1,0,314,30.1
2021,M08,direct,auto,9854,1144,81.5,1233,71,68,11.7,37,3,1,0,330,30.1
2021,M09,direct,auto,11346,1313,81.5,1353,82,79,11.7,37,4,1,0,363,30.1
2021,M10,direct,auto,10988,1292,81.5,1360,80,77,11.7,37,3,1,0,364,30.1
2021,M11,direct,auto,12259,1430,81.5,1470,89,85,11.7,37,4,1,1,394,30.1
2021,M12,direct,auto,13019,1509,81.5,1624,94,90,11.7,37,4,1,0,435,30.1
2021,Q1,direct,auto,25213,2970,81.5,3349,185,178,11.7,37,8,2,0,897,30.1
2021,Q2,direct,auto,28286,3285,81.5,3478,205,197,11.7,37,9,3,0,932,30.1
2021,Q3,direct,auto,30509,3523,81.5,3758,219,210,11.7,37,9,3,0,1007,30.1
2021,Q4,direct,auto,36354,4231,81.5,4454,264,253,11.7,37,11,3,1,1194,30.1
2021,FY,direct,auto,118139,14009,81.5,15039,873,838,11.7,37,38,11,1,4030,30.1
2021,M01,direct,home,9029,1061,84.8,692,24,23,18.1,37,1,0,0,185,30.1
2021,M02,direct,home,10473,1212,84.8,760,28,27,18.1,37,1,0,0,204,30.1
2021,M03,direct,home,10836,1295,84.8,777,29,28,18.1,37,1,0,0,208,30.1
2021,M04,direct,home,10914,1279,84.8,727,29,28,18.1,37,1,0,1,195,30.1
2021,M05,direct,home,10007,1196,84.8,744,27,26,18.1,37,1,0,0,199,30.1
2021,M06,direct,home,12934,1494,84.8,869,34,33,18.1,37,1,0,0,233,30.1
2021,M07,direct,home,11746,1361,84.8,775,31,30,18.1,37,1,0,0,208,30.1
2021,M08,direct,home,10468,1252,84.8,774,28,27,18.1,37,1,0,0,207,30.1
2021,M09,direct,home,11288,1343,84.8,854,30,29,18.1,37,1,0,0,229,30.1
2021,M10,direct,home,12495,1460,84.8,918,33,32,18.1,37,1,0,0,246,30.1
2021,M11,direct,home,13651,1633,84.8,932,37,36,18.1,37,2,0,0,250,30.1
2021,M12,direct,home,16811,1948,84.8,1084,44,42,18.1,37,2,1,0,291,30.1
2021,Q1,direct,home,30408,3568,84.8,2229,81,78,18.1,37,3,1,0,597,30.1
2021,Q2,direct,home,33144,3969,84.8,2340,90,86,18.1,37,4,1,1,627,30.1
2021,Q3,direct,home,33636,3956,84.8,2403,90,86,18.1,37,4,1,0,644,30.1
2021,Q4,direct,home,43480,5041,84.8,2934,114,109,18.1,37,5,1,0,786,30.1
2021,FY,direct,home,138675,16534,84.8,9906,375,360,18.1,37,16,5,1,2655,30.1
2021,M01,direct,life,5448,629,83.7,1408,5,5,43.2,37,0,0,1,377,30.1
2021,M02,direct,life,5311,630,83.7,1420,5,5,43.2,37,0,0,0,381,30.1
2021,M03,direct,life,6176,718,83.7,1613,6,6,43.2,37,0,0,0,432,30.1
2021,M04,direct,life,5382,628,83.7,1440,5,5,43.2,37,0,0,0,386,30.1
2021,M05,direct,life,5896,684,83.7,1551,6,6,43.2,37,0,0,0,416,30.1
2021,M06,direct,life,6442,767,83.7,1606,6,6,43.2,37,0,0,0,430,30.1
2021,M07,direct,life,5750,677,83.7,1475,6,6,43.2,37,0,0,0,395,30.1
2021,M08,direct,life,6348,745,83.7,1580,6,6,43.2,37,0,0,0,423,30.1
2021,M09,direct,life,6437,753,83.7,1735,6,6,43.2,37,0,0,0,465,30.1
2021,M10,direct,life,7569,879,83.7,1825,7,7,43.2,37,0,0,0,489,30.1
2021,M11,direct,life,7345,869,83.7,1872,7,7,43.2,37,0,0,0,502,30.1
2021,M12,direct,life,7768,912,83.7,2074,8,8,43.2,37,0,0,0,556,30.1
2021,Q1,direct,life,16511,1977,83.7,4441,16,15,43.2,37,1,0,1,1190,30.1
2021,Q2,direct,life,17925,2079,83.7,4597,17,16,43.2,37,1,0,0,1232,30.1
2021,Q3,direct,life,18407,2175,83.7,4790,18,17,43.2,37,1,0,0,1284,30.1
2021,Q4,direct,life,22717,2660,83.7,5771,22,21,43.2,37,1,0,0,1547,30.1
2021,FY,direct,life,76167,8891,83.7,19599,74,71,43.2,37,3,1,1,5252,30.1
2021,M01,direct,health,6127,720,80.7,939,58,56,13.4,37,3,1,0,252,30.1
2021,M02,direct,health,6275,729,80.7,1023,59,57,13.4,37,3,1,0,274,30.1
2021,M03,direct,health,7304,846,80.7,1123,68,65,13.4,37,3,1,0,301,30.1
2021,M04,direct,health,5908,699,80.7,968,56,54,13.4,37,2,1,0,259,30.1
2021,M05,direct,health,6265,734,80.7,1051,59,57,13.4,37,3,1,1,282,30.1
2021,M06,direct,health,7638,889,80.7,1161,71,68,13.4,37,3,1,0,311,30.1
2021,M07,direct,health,5713,674,80.7,1015,54,52,13.4,37,2,1,0,272,30.1
2021,M08,direct,health,6419,744,80.7,1119,60,58,13.4,37,3,1,0,300,30.1
2021,M09,direct,health,7200,847,80.7,1185,68,65,13.4,37,3,1,0,318,30.1
2021,M10,direct,health,7386,885,80.7,1184,71,68,13.4,37,3,1,0,317,30.1
2021,M11,direct,health,8323,980,80.7,1306,79,76,13.4,37,3,1,0,350,30.1
2021,M12,direct,health,8664,1029,80.7,1400,83,80,13.4,37,4,1,0,375,30.1
2021,Q1,direct,health,19147,2295,80.7,3085,184,177,13.4,37,8,2,0,827,30.1
2021,Q2,direct,health,19914,2322,80.7,3180,187,179,13.4,37,8,2,1,852,30.1
2021,Q3,direct,health,19501,2265,80.7,3319,182,175,13.4,37,8,2,0,889,30.1
2021,Q4,direct,health,25072,2894,80.7,3890,233,224,13.4,37,10,3,0,1042,30.1
2021,FY,direct,health,82910,9776,80.7,13474,786,754,13.4,37,34,10,1,3611,30.1
2021,M01,direct,commercial,2009,236,81.5,767,9,9,25.7,37,0,0,2,206,30.1
2021,M02,direct,commercial,2501,289,81.5,843,11,11,25.7,37,0,0,0,226,30.1
2021,M03,direct,commercial,2564,306,81.5,863,12,12,25.7,37,1,0,0,231,30.1
2021,M04,direct,commercial,2516,291,81.5,826,11,11,25.7,37,0,0,0,221,30.1
2021,M05,direct,commercial,2404,281,81.5,861,11,11,25.7,37,0,0,0,231,30.1
2021,M06,direct,commercial,2500,292,81.5,941,11,11,25.7,37,0,0,0,252,30.1
2021,M07,direct,commercial,2286,268,81.5,838,10,10,25.7,37,0,0,0,225,30.1
2021,M08,direct,commercial,2361,280,81.5,872,11,11,25.7,37,0,0,0,234,30.1
2021,M09,direct,commercial,2692,317,81.5,965,12,12,25.7,37,1,0,0,259,30.1
2021,M10,direct,commercial,2767,325,81.5,1005,12,12,25.7,37,1,0,0,269,30.1
2021,M11,direct,commercial,2758,329,81.5,1038,13,12,25.7,37,1,0,0,278,30.1
2021,M12,direct,commercial,3198,379,81.5,1147,15,14,25.7,37,1,0,0,307,30.1
2021,Q1,direct,commercial,6942,831,81.5,2473,32,31,25.7,37,1,0,2,663,30.1
2021,Q2,direct,commercial,7464,864,81.5,2628,33,32,25.7,37,1,0,0,704,30.1
2021,Q3,direct,commercial,7226,865,81.5,2675,33,32,25.7,37,1,0,0,717,30.1
2021,Q4,direct,commercial,8648,1033,81.5,3190,40,38,25.7,37,2,1,0,855,30.1
2021,FY,direct,commercial,30168,3593,81.5,10966,138,132,25.7,37,6,2,2,2939,30.1
2021,M01,broker,auto,7457,861,78.7,949,54,52,11.7,21,2,1,1,254,8.9
2021,M02,broker,auto,7214,866,78.7,934,54,52,11.7,21,2,1,0,250,8.9
2021,M03,broker,auto,8353,973,78.7,1083,61,59,11.7,21,3,1,0,290,8.9
2021,M04,broker,auto,6715,795,78.7,943,50,48,11.7,21,2,1,0,253,8.9
2021,M05,broker,auto,7583,890,78.7,1021,55,53,11.7,21,2,1,0,274,8.9
2021,M06,broker,auto,9099,1063,78.7,1124,66,63,11.7,21,3,1,0,301,8.9
2021,M07,broker,auto,8275,974,78.7,994,61,59,11.7,21,3,1,0,266,8.9
2021,M08,broker,auto,8091,945,78.7,1075,59,57,11.7,21,3,1,0,288,8.9
2021,M09,broker,auto,8789,1028,78.7,1169,64,61,11.7,21,3,1,0,313,8.9
2021,M10,broker,auto,9207,1066,78.7,1237,66,63,11.7,21,3,1,0,332,8.9
2021,M11,broker,auto,9770,1170,78.7,1231,73,70,11.7,21,3,1,0,330,8.9
2021,M12,broker,auto,11500,1345,78.7,1408,84,81,11.7,21,4,1,0,377,8.9
2021,Q1,broker,auto,22980,2700,78.7,2966,168,161,11.7,21,7,2,1,795,8.9
2021,Q2,broker,auto,23825,2748,78.7,3088,171,164,11.7,21,7,2,0,828,8.9
2021,Q3,broker,auto,25303,2947,78.7,3238,184,177,11.7,21,8,2,0,868,8.9
2021,Q4,broker,auto,30538,3581,78.7,3876,223,214,11.7,21,10,3,0,1039,8.9
2021,FY,broker,auto,101389,11976,78.7,13168,746,716,11.7,21,32,10,1,3529,8.9
2021,M01,broker,home,8811,1041,80.1,604,24,23,18.1,21,1,0,0,162,8.9
2021,M02,broker,home,8767,1051,80.1,624,24,23,18.1,21,1,0,0,167,8.9
2021,M03,broker,home,10439,1219,80.1,718,28,27,18.1,21,1,0,1,192,8.9
2021,M04,broker,home,8870,1042,80.1,638,24,23,18.1,21,1,0,0,171,8.9
2021,M05,broker,home,9907,1154,80.1,691,26,25,18.1,21,1,0,0,185,8.9
2021,M06,broker,home,10161,1214,80.1,716,28,27,18.1,21,1,0,0,192,8.9
2021,M07,broker,home,8819,1050,80.1,648,24,23,18.1,21,1,0,0,174,8.9
2021,M08,broker,home,9551,1118,80.1,713,25,24,18.1,21,1,0,0,191,8.9
2021,M09,broker,home,10770,1249,80.1,793,28,27,18.1,21,1,0,0,213,8.9
2021,M10,broker,home,12119,1423,80.1,802,32,31,18.1,21,1,0,0,215,8.9
2021,M11,broker,home,11474,1370,80.1,825,31,30,18.1,21,1,0,0,221,8.9
2021,M12,broker,home,14462,1681,80.1,950,38,36,18.1,21,2,0,0,255,8.9
2021,Q1,broker,home,28168,3311,80.1,1946,75,72,18.1,21,3,1,1,522,8.9
2021,Q2,broker,home,29100,3410,80.1,2045,77,74,18.1,21,3,1,0,548,8.9
2021,Q3,broker,home,28627,3417,80.1,2154,78,75,18.1,21,3,1,0,577,8.9
2021,Q4,broker,home,37755,4474,80.1,2577,102,98,18.1,21,4,1,0,691,8.9
2021,FY,broker,home,124700,14612,80.1,8722,332,319,18.1,21,14,4,1,2337,8.9
2021,M01,broker,life,5056,587,82.2,1229,5,5,43.2,21,0,0,0,329,8.9
2021,M02,broker,life,4391,526,82.2,1229,4,4,43.2,21,0,0,0,329,8.9
2021,M03,broker,life,5503,635,82.2,1445,5,5,43.2,21,0,0,0,387,8.9
2021,M04,broker,life,4719,563,82.2,1215,5,5,43.2,21,0,0,0,326,8.9
2021,M05,broker,life,5202,623,82.2,1284,5,5,43.2,21,0,0,0,344,8.9
2021,M06,broker,life,5119,611,82.2,1410,5,5,43.2,21,0,0,0,378,8.9
2021,M07,broker,life,5491,638,82.2,1336,5,5,43.2,21,0,0,0,358,8.9
2021,M08,broker,life,5920,689,82.2,1418,6,6,43.2,21,0,0,1,380,8.9
2021,M09,broker,life,6312,736,82.2,1541,6,6,43.2,21,0,0,0,413,8.9
2021,M10,broker,life,5752,685,82.2,1531,6,6,43.2,21,0,0,0,410,8.9
2021,M11,broker,life,6766,788,82.2,1705,7,7,43.2,21,0,0,0,457,8.9
2021,M12,broker,life,7447,861,82.2,1886,7,7,43.2,21,0,0,0,505,8.9
2021,Q1,broker,life,14566,1748,82.2,3903,15,14,43.2,21,1,0,0,1046,8.9
2021,Q2,broker,life,15362,1797,82.2,3909,15,14,43.2,21,1,0,0,1048,8.9
2021,Q3,broker,life,17376,2063,82.2,4295,17,16,43.2,21,1,0,1,1151,8.9
2021,Q4,broker,life,19677,2334,82.2,5122,19,18,43.2,21,1,0,0,1373,8.9
2021,FY,broker,life,68287,7942,82.2,17229,66,63,43.2,21,3,1,1,4617,8.9
2021,M01,broker,health,5110,595,77.4,844,48,46,13.4,21,2,1,0,226,8.9
2021,M02,broker,health,4743,567,77.4,852,46,44,13.4,21,2,1,0,228,8.9
2021,M03,broker,health,5930,686,77.4,993,55,53,13.4,21,2,1,0,266,8.9
2021,M04,broker,health,5128,609,77.4,848,49,47,13.4,21,2,1,0,227,8.9
2021,M05,broker,health,5319,630,77.4,907,51,49,13.4,21,2,1,0,243,8.9
2021,M06,broker,health,6109,716,77.4,1011,58,56,13.4,21,3,1,0,271,8.9
2021,M07,broker,health,5515,660,77.4,870,53,51,13.4,21,2,1,0,233,8.9
2021,M08,broker,health,5720,669,77.4,970,54,52,13.4,21,2,1,0,260,8.9
2021,M09,broker,health,7176,830,77.4,1082,67,64,13.4,21,3,1,1,290,8.9
2021,M10,broker,health,7427,857,77.4,1127,69,66,13.4,21,3,1,0,302,8.9
2021,M11,broker,health,7913,915,77.4,1194,74,71,13.4,21,3,1,0,320,8.9
2021,M12,broker,health,7968,934,77.4,1268,75,72,13.4,21,3,1,0,340,8.9
2021,Q1,broker,health,15490,1848,77.4,2689,148,142,13.4,21,6,2,0,721,8.9
2021,Q2,broker,health,16495,1955,77.4,2766,157,151,13.4,21,7,2,0,741,8.9
2021,Q3,broker,health,18120,2159,77.4,2922,173,166,13.4,21,7,2,1,783,8.9
2021,Q4,broker,health,22564,2706,77.4,3589,217,208,13.4,21,9,3,0,962,8.9
2021,FY,broker,health,73714,8668,77.4,11966,697,669,13.4,21,30,9,1,3207,8.9
2021,M01,broker,commercial,1739,208,76.2,652,8,8,25.7,21,0,0,0,175,8.9
2021,M02,broker,commercial,1992,239,76.2,690,9,9,25.7,21,0,0,0,185,8.9
2021,M03,broker,commercial,2308,273,76.2,775,10,10,25.7,21,0,0,0,208,8.9
2021,M04,broker,commercial,1898,221,76.2,719,8,8,25.7,21,0,0,0,193,8.9
2021,M05,broker,commercial,2084,250,76.2,721,10,10,25.7,21,0,0,0,193,8.9
2021,M06,broker,commercial,2475,289,76.2,831,11,11,25.7,21,0,0,0,223,8.9
2021,M07,broker,commercial,1938,232,76.2,709,9,9,25.7,21,0,0,1,190,8.9
2021,M08,broker,commercial,2253,267,76.2,770,10,10,25.7,21,0,0,0,206,8.9
2021,M09,broker,commercial,2618,306,76.2,864,12,12,25.7,21,1,0,0,232,8.9
2021,M10,broker,commercial,2602,304,76.2,897,12,12,25.7,21,1,0,0,240,8.9
2021,M11,broker,commercial,2690,322,76.2,909,12,12,25.7,21,1,0,0,244,8.9
2021,M12,broker,commercial,2966,345,76.2,1051,13,12,25.7,21,1,0,0,282,8.9
2021,Q1,broker,commercial,6152,720,76.2,2117,28,27,25.7,21,1,0,0,567,8.9
2021,Q2,broker,commercial,6460,760,76.2,2271,29,28,25.7,21,1,0,0,609,8.9
2021,Q3,broker,commercial,6941,805,76.2,2343,31,30,25.7,21,1,0,1,628,8.9
2021,Q4,broker,commercial,8322,971,76.2,2857,37,36,25.7,21,2,0,0,766,8.9
2021,FY,broker,commercial,28178,3256,76.2,9588,125,120,25.7,21,5,2,1,2569,8.9
2021,M01,bancassurance,auto,4143,495,80.9,532,31,30,11.7,19,1,0,0,143,17.6
2021,M02,bancassurance,auto,4045,482,80.9,569,30,29,11.7,19,1,0,1,152,17.6
2021,M03,bancassurance,auto,4953,572,80.9,661,36,35,11.7,19,2,0,0,177,17.6
2021,M04,bancassurance,auto,4544,530,80.9,583,33,32,11.7,19,1,0,0,156,17.6
2021,M05,bancassurance,auto,5088,593,80.9,621,37,36,11.7,19,2,0,0,166,17.6
2021,M06,bancassurance,auto,5548,650,80.9,671,40,38,11.7,19,2,1,0,180,17.6
2021,M07,bancassurance,auto,4479,534,80.9,581,33,32,11.7,19,1,0,0,156,17.6
2021,M08,bancassurance,auto,5177,610,80.9,634,38,36,11.7,19,2,0,0,170,17.6
2021,M09,bancassurance,auto,5789,679,80.9,698,42,40,11.7,19,2,1,0,187,17.6
2021,M10,bancassurance,auto,5653,668,80.9,713,42,40,11.7,19,2,1,0,191,17.6
2021,M11,bancassurance,auto,6009,695,80.9,792,43,41,11.7,19,2,1,0,212,17.6
2021,M12,bancassurance,auto,6160,718,80.9,851,45,43,11.7,19,2,1,0,228,17.6
2021,Q1,bancassurance,auto,12980,1549,80.9,1762,96,92,11.7,19,4,1,1,472,17.6
2021,Q2,bancassurance,auto,14823,1773,80.9,1875,110,106,11.7,19,5,1,0,502,17.6
2021,Q3,bancassurance,auto,15734,1823,80.9,1913,114,109,11.7,19,5,1,0,513,17.6
2021,Q4,bancassurance,auto,17876,2081,80.9,2356,130,125,11.7,19,6,2,0,631,17.6
2021,FY,bancassurance,auto,61468,7226,80.9,7906,450,432,11.7,19,19,6,1,2119,17.6
2021,M01,bancassurance,home,5266,609,81.5,378,14,13,18.1,19,1,0,0,101,17.6
2021,M02,bancassurance,home,5255,613,81.5,396,14,13,18.1,19,1,0,0,106,17.6
2021,M03,bancassurance,home,5689,679,81.5,412,15,14,18.1,19,1,0,1,110,17.6
2021,M04,bancassurance,home,5030,593,81.5,380,13,12,18.1,19,1,0,0,102,17.6
2021,M05,bancassurance,home,5875,685,81.5,414,16,15,18.1,19,1,0,0,111,17.6
2021,M06,bancassurance,home,5887,692,81.5,444,16,15,18.1,19,1,0,0,119,17.6
2021,M07,bancassurance,home,6092,711,81.5,404,16,15,18.1,19,1,0,0,108,17.6
2021,M08,bancassurance,home,5645,663,81.5,425,15,14,18.1,19,1,0,0,114,17.6
2021,M09,bancassurance,home,6833,811,81.5,454,18,17,18.1,19,1,0,0,122,17.6
2021,M10,bancassurance,home,6557,787,81.5,460,18,17,18.1,19,1,0,0,123,17.6
2021,M11,bancassurance,home,6889,813,81.5,507,18,17,18.1,19,1,0,0,136,17.6
2021,M12,bancassurance,home,7829,915,81.5,564,21,20,18.1,19,1,0,0,151,17.6
2021,Q1,bancassurance,home,16429,1901,81.5,1186,43,41,18.1,19,2,1,1,318,17.6
2021,Q2,bancassurance,home,16895,1970,81.5,1238,45,43,18.1,19,2,1,0,332,17.6
2021,Q3,bancassurance,home,18458,2185,81.5,1283,50,48,18.1,19,2,1,0,344,17.6
2021,Q4,bancassurance,home,21482,2515,81.5,1531,57,55,18.1,19,2,1,0,410,17.6
2021,FY,bancassurance,home,71593,8571,81.5,5238,195,187,18.1,19,8,2,1,1404,17.6
2021,M01,bancassurance,life,3026,353,82.3,730,3,3,43.2,19,0,0,0,196,17.6
2021,M02,bancassurance,life,2911,346,82.3,749,3,3,43.2,19,0,0,0,201,17.6
2021,M03,bancassurance,life,3139,365,82.3,854,3,3,43.2,19,0,0,0,229,17.6
2021,M04,bancassurance,life,3063,354,82.3,777,3,3,43.2,19,0,0,0,208,17.6
2021,M05,bancassurance,life,3153,365,82.3,825,3,3,43.2,19,0,0,0,221,17.6
2021,M06,bancassurance,life,3310,393,82.3,855,3,3,43.2,19,0,0,0,229,17.6
2021,M07,bancassurance,life,3270,378,82.3,810,3,3,43.2,19,0,0,2,217,17.6
2021,M08,bancassurance,life,3144,366,82.3,850,3,3,43.2,19,0,0,0,228,17.6
2021,M09,bancassurance,life,3188,382,82.3,875,3,3,43.2,19,0,0,0,234,17.6
2021,M10,bancassurance,life,3654,431,82.3,937,4,4,43.2,19,0,0,0,251,17.6
2021,M11,bancassurance,life,3637,427,82.3,1006,4,4,43.2,19,0,0,0,270,17.6
2021,M12,bancassurance,life,4075,487,82.3,1059,4,4,43.2,19,0,0,0,284,17.6
2021,Q1,bancassurance,life,8869,1064,82.3,2333,9,9,43.2,19,0,0,0,625,17.6
2021,Q2,bancassurance,life,9457,1112,82.3,2457,9,9,43.2,19,0,0,0,658,17.6
2021,Q3,bancassurance,life,9671,1126,82.3,2535,9,9,43.2,19,0,0,2,679,17.6
2021,Q4,bancassurance,life,11287,1345,82.3,3002,11,11,43.2,19,0,0,0,805,17.6
2021,FY,bancassurance,life,38784,4647,82.3,10327,39,37,43.2,19,2,0,2,2768,17.6
2021,M01,bancassurance,health,3010,349,78.6,511,28,27,13.4,19,1,0,0,137,17.6
2021,M02,bancassurance,health,3498,406,78.6,543,33,32,13.4,19,1,0,0,146,17.6
2021,M03,bancassurance,health,3563,426,78.6,558,34,33,13.4,19,1,0,0,150,17.6
2021,M04,bancassurance,health,3182,369,78.6,533,30,29,13.4,19,1,0,0,143,17.6
2021,M05,bancassurance,health,3346,398,78.6,540,32,31,13.4,19,1,0,0,145,17.6
2021,M06,bancassurance,health,3430,409,78.6,586,33,32,13.4,19,1,0,0,157,17.6
2021,M07,bancassurance,health,3262,382,78.6,545,31,30,13.4,19,1,0,0,146,17.6
2021,M08,bancassurance,health,3578,426,78.6,562,34,33,13.4,19,1,0,0,151,17.6
2021,M09,bancassurance,health,3680,436,78.6,619,35,34,13.4,19,2,0,0,166,17.6
2021,M10,bancassurance,health,3942,469,78.6,636,38,36,13.4,19,2,0,0,170,17.6
2021,M11,bancassurance,health,4130,479,78.6,712,38,36,13.4,19,2,0,2,191,17.6
2021,M12,bancassurance,health,4142,495,78.6,732,40,38,13.4,19,2,1,0,196,17.6
2021,Q1,bancassurance,health,10135,1181,78.6,1612,95,91,13.4,19,4,1,0,432,17.6
2021,Q2,bancassurance,health,9989,1176,78.6,1659,94,90,13.4,19,4,1,0,445,17.6
2021,Q3,bancassurance,health,10426,1244,78.6,1726,100,96,13.4,19,4,1,0,463,17.6
2021,Q4,bancassurance,health,12312,1443,78.6,2080,116,111,13.4,19,5,1,2,557,17.6
2021,FY,bancassurance,health,43554,5044,78.6,7077,405,389,13.4,19,17,5,2,1897,17.6
2021,M01,bancassurance,commercial,1215,141,78.8,416,5,5,25.7,19,0,0,0,111,17.6
2021,M02,bancassurance,commercial,1291,150,78.8,442,6,6,25.7,19,0,0,0,118,17.6
2021,M03,bancassurance,commercial,1310,156,78.8,459,6,6,25.7,19,0,0,0,123,17.6
2021,M04,bancassurance,commercial,1115,133,78.8,411,5,5,25.7,19,0,0,0,110,17.6
2021,M05,bancassurance,commercial,1327,154,78.8,462,6,6,25.7,19,0,0,0,124,17.6
2021,M06,bancassurance,commercial,1368,161,78.8,490,6,6,25.7,19,0,0,1,131,17.6
2021,M07,bancassurance,commercial,1323,155,78.8,445,6,6,25.7,19,0,0,0,119,17.6
2021,M08,bancassurance,commercial,1245,146,78.8,472,6,6,25.7,19,0,0,0,126,17.6
2021,M09,bancassurance,commercial,1379,164,78.8,501,6,6,25.7,19,0,0,0,134,17.6
2021,M10,bancassurance,commercial,1527,179,78.8,535,7,7,25.7,19,0,0,0,143,17.6
2021,M11,bancassurance,commercial,1548,184,78.8,554,7,7,25.7,19,0,0,0,148,17.6
2021,M12,bancassurance,commercial,1735,207,78.8,599,8,8,25.7,19,0,0,0,161,17.6
2021,Q1,bancassurance,commercial,3795,447,78.8,1317,17,16,25.7,19,1,0,0,353,17.6
2021,Q2,bancassurance,commercial,3767,448,78.8,1363,17,16,25.7,19,1,0,1,365,17.6
2021,Q3,bancassurance,commercial,3929,465,78.8,1418,18,17,25.7,19,1,0,0,380,17.6
